userID,poiID,numberofPhotos,startTime,stopTime,seqID,poiTheme,poiFreq,temperature (C),precipitation (mm),cloud_cover (%),windspeed (km/h)
40567551@N00,F120,4,1189603115,1189605682,2815,sculturedinannidibanco,699,16.8,0.0,0.0,7.8
40567551@N00,F691,1,1189606714,1189606714,2815,palazzidifirenze,13,15.9,0.0,0.0,7.4
40592063@N05,F166,3,1308578066,1308578126,2816,sculturemarmoree,268,19.7,0.0,0.0,7.3
40592063@N05,F152,1,1308578603,1308578603,2816,palazzovecchio,543,20.5,0.0,0.0,6.4
40592063@N05,F167,1,1308578861,1308578861,2816,sculturedipiazzadellasignoria,613,20.5,0.0,0.0,6.4
40592063@N05,F170,1,1308578970,1308578970,2816,chiesescomparsedifirenze,107,20.5,0.0,0.0,6.4
40592063@N05,F256,1,1308579430,1308579430,2816,pontidifirenze,1150,20.7,0.0,0.0,6.4
40636562@N08,F256,1,1226779337,1226779337,2817,pontidifirenze,1150,8.0,0.0,16.0,7.4
40636562@N08,F808,1,1226795923,1226795923,2817,pontidifirenze,228,9.4,0.0,4.0,6.5
40700875@N06,F558,1,1306572778,1306572778,2818,stradedifirenze,9,24.2,0.0,15.0,4.7
40700875@N06,FIPOIHPC1000000819,1,1306584091,1306584091,2818,palazzidifirenze,32,18.8,0.0,0.0,6.3
40700875@N06,F397,1,1306598431,1306598431,2818,piazzedifirenze,24,13.7,0.0,2.0,5.2
40700875@N06,F552,1,1314715307,1314715307,2819,giardinidifirenze,35,19.9,0.0,13.0,5.6
40700875@N06,F540,1,1314725841,1314725841,2819,loggedifirenze,38,18.9,0.0,90.0,4.5
40700875@N06,FIPOIHPC1000000779,1,1315236020,1315236020,2820,palazzidifirenze,24,19.5,0.0,9.0,2.5
40700875@N06,F397,1,1315236834,1315236834,2820,piazzedifirenze,24,19.4,0.0,9.0,2.5
40700875@N06,F545,1,1322133269,1322133269,2821,architetturedigiovannimichelucci,143,8.1,0.0,8.0,7.7
40700875@N06,F633,1,1322133860,1322133860,2821,chiesededicateallatrinità,5,8.4,0.0,8.0,7.7
40700875@N06,F900,1,1322801108,1322801108,2822,stazioniferroviariedismesse,10,13.4,0.1,85.0,1.3
40700875@N06,F396,1,1322801805,1322801805,2822,pontidifirenze,39,13.5,0.1,85.0,1.3
40703341@N00,F867,2,1260977303,1260977335,2823,torridifirenze,47,1.2,0.3,97.0,8.3
40703341@N00,FIPOIHPC1000000675,1,1260977374,1260977374,2823,stradedifirenze,3,1.2,0.3,97.0,8.3
40703341@N00,FIPOIHPC1000000990,1,1260977440,1260977440,2823,chiesedifirenze,6,1.2,0.3,97.0,8.3
40703341@N00,FIPOIHPC1000001020,1,1260978222,1260978222,2823,torridifirenze,33,1.2,0.3,97.0,8.3
40703341@N00,F710,1,1260978499,1260978499,2823,fontanedifirenze,182,1.2,0.3,97.0,8.3
40703341@N00,F701,1,1260978633,1260978633,2823,piazzedifirenze,399,1.2,0.3,97.0,8.3
40703341@N00,F702,1,1260978697,1260978697,2823,architetturegotichedellatoscana,483,1.2,0.3,97.0,8.3
40703341@N00,FIPOIHPC1000000965,9,1260978840,1260980919,2823,annunciazioni,141,1.2,0.3,97.0,8.3
40703341@N00,F707,1,1260980995,1260980995,2823,scultureafirenze,36,1.1,0.2,95.0,8.3
40703341@N00,FIPOIHPC1000000965,2,1260981109,1260981225,2823,annunciazioni,141,1.1,0.2,95.0,8.3
40703341@N00,F223,1,1260981480,1260981480,2823,palazzidifirenze,15,1.1,0.2,95.0,8.3
40703341@N00,F211,2,1260981875,1260981918,2823,bargello,61,1.0,0.2,95.0,8.3
40703341@N00,F208,1,1260981931,1260981931,2823,museidifirenze,19,1.0,0.2,95.0,8.3
40703341@N00,F204,1,1260982069,1260982069,2823,stradedifirenze,27,1.0,0.2,95.0,8.3
40703341@N00,F910,1,1260982198,1260982198,2823,piazzedifirenze,13,1.1,0.2,95.0,8.3
40703341@N00,F127,1,1260982522,1260982522,2823,palazzidifirenze,228,1.1,0.2,95.0,8.3
40703341@N00,F110,1,1260982711,1260982711,2823,cattedraledisantamariadelfiore,753,1.1,0.2,95.0,8.3
40703341@N00,F107,7,1260983224,1260983575,2823,sculturedilorenzoghiberti,969,0.6,0.5,96.0,8.7
40703341@N00,F129,1,1260983660,1260983660,2823,museidiarteapplicata,79,0.5,0.5,96.0,8.7
40703341@N00,F120,4,1260983784,1260983866,2823,sculturedinannidibanco,699,0.5,0.5,96.0,8.7
40703341@N00,F119,4,1260983911,1260984041,2823,cattedralidedicateamaria,571,0.6,0.5,96.0,8.7
40703341@N00,F110,2,1260984313,1260984410,2823,cattedraledisantamariadelfiore,753,0.6,0.5,96.0,8.7
40703341@N00,F672,1,1260984527,1260984527,2823,stradedifirenze,62,0.6,0.5,96.0,8.7
40703341@N00,F813,1,1260984626,1260984626,2823,chiesededicateasanbenedettodanorcia,17,0.6,0.5,96.0,8.7
40703341@N00,FIPOIHPC1000000477,1,1260984678,1260984678,2823,stradedifirenze,5,0.5,0.5,96.0,8.7
40703341@N00,F829,2,1260984780,1260984818,2823,casemuseo,25,0.5,0.5,96.0,8.7
40703341@N00,FIPOIHPC1000000641,2,1260984866,1260984940,2823,firenze,33,0.5,0.5,96.0,8.7
40703341@N00,F877,1,1260984995,1260984995,2823,torridifirenze,20,0.5,0.5,96.0,8.7
40703341@N00,F829,2,1260985052,1260985075,2823,casemuseo,25,0.5,0.5,96.0,8.7
40703341@N00,F883,1,1260985208,1260985208,2823,torridifirenze,32,0.5,0.5,96.0,8.7
40703341@N00,F886,1,1260985267,1260985267,2823,torridifirenze,22,0.5,0.5,96.0,8.7
40703341@N00,F168,3,1260985367,1260985425,2823,monumentiequestri,394,0.5,0.5,96.0,8.7
40703341@N00,F151,1,1260985582,1260985582,2823,piazzedifirenze,780,0.5,0.5,96.0,8.7
40703341@N00,F157,6,1260985641,1260985939,2823,loggiadeilanzi,226,0.5,0.5,96.0,8.7
40703341@N00,F166,2,1260986111,1260986118,2823,sculturemarmoree,268,0.5,0.5,96.0,8.7
40703341@N00,F249,4,1260986209,1260986564,2823,torridifirenze,567,0.5,0.5,96.0,8.7
40703341@N00,F234,1,1260986633,1260986633,2823,museidiscienza,265,0.3,0.3,81.0,7.9
40703341@N00,F166,1,1260986778,1260986778,2823,sculturemarmoree,268,0.3,0.3,81.0,7.9
40703341@N00,F160,1,1260986817,1260986817,2823,sculturemarmoree,392,0.3,0.3,81.0,7.9
40703341@N00,F176,1,1260987043,1260987043,2823,esercizistoricidifirenze,150,0.3,0.3,81.0,7.9
40703341@N00,F151,1,1260987453,1260987453,2823,piazzedifirenze,780,0.3,0.3,81.0,7.9
40703341@N00,F175,1,1260987511,1260987511,2823,palazzidifirenze,87,0.3,0.3,81.0,7.9
40703341@N00,FIPOIHPC1000000926,2,1260987557,1260987596,2823,palazzidifirenze,26,0.3,0.3,81.0,7.9
40703341@N00,F878,3,1260987745,1260987855,2823,torridifirenze,16,0.3,0.3,81.0,7.9
40703341@N00,F883,1,1260987877,1260987877,2823,torridifirenze,32,0.3,0.3,81.0,7.9
40703341@N00,F151,1,1260988227,1260988227,2823,piazzedifirenze,780,0.3,0.3,81.0,7.9
40703341@N00,F168,1,1260988768,1260988768,2823,monumentiequestri,394,0.3,0.3,81.0,7.9
40703341@N00,FIPOIHPC1000001020,1,1260988854,1260988854,2823,torridifirenze,33,0.3,0.3,81.0,7.9
40703341@N00,F216,1,1260988914,1260988914,2823,chiesededicateasanfiorenzo,29,0.3,0.3,81.0,7.9
40703341@N00,FIPOIHPC1000000139,1,1260988963,1260988963,2823,piazzedifirenze,77,0.3,0.3,81.0,7.9
40703341@N00,F737,1,1260989241,1260989241,2823,stradedifirenze,13,0.3,0.3,81.0,7.9
40703341@N00,F711,2,1260989404,1260989459,2823,architetturedigiulianodasangallo,52,0.3,0.3,81.0,7.9
40703341@N00,F701,3,1260994131,1260994209,2823,piazzedifirenze,399,0.2,0.2,63.0,7.2
40703341@N00,F710,2,1260994282,1260994335,2823,fontanedifirenze,182,0.2,0.2,63.0,7.2
40703341@N00,F701,2,1260994483,1260994546,2823,piazzedifirenze,399,0.2,0.2,63.0,7.2
40703341@N00,F709,2,1260994646,1260994749,2823,architetturerinascimentalidellatoscana,93,0.2,0.2,63.0,7.2
40703341@N00,F702,2,1260996507,1260997006,2823,architetturegotichedellatoscana,483,0.2,0.2,63.0,7.2
40715836@N03,F120,1,1324663685,1324663685,2824,sculturedinannidibanco,699,3.5,0.0,0.0,2.1
40715836@N03,F515,4,1324663992,1324664029,2824,piazzedifirenze,196,3.2,0.0,0.0,2.1
40715836@N03,F121,3,1324664051,1324664083,2824,cupole,471,3.5,0.0,0.0,2.1
40715836@N03,F904,1,1324664101,1324664101,2824,torridifirenze,23,3.6,0.0,0.0,2.1
40715836@N03,FIPOIHPC1000000671,1,1324664346,1324664346,2824,edificidicultodedicatiamaria,154,3.7,0.0,0.0,2.1
40715836@N03,F468,1,1324664355,1324664355,2824,palazzidifirenze,52,3.6,0.0,0.0,2.1
40715836@N03,F808,1,1324664365,1324664365,2824,pontidifirenze,228,3.7,0.0,0.0,2.1
40715836@N03,F724,1,1324664373,1324664373,2824,palazzidifirenze,33,3.5,0.0,0.0,2.1
40715836@N03,F702,2,1324664382,1324664390,2824,architetturegotichedellatoscana,483,3.6,0.0,0.0,2.1
40715836@N03,FIPOIHPC1000000965,8,1324664401,1324664469,2824,annunciazioni,141,3.6,0.0,0.0,2.1
40715836@N03,F702,1,1324664480,1324664480,2824,architetturegotichedellatoscana,483,3.6,0.0,0.0,2.1
40715836@N03,F710,1,1324664487,1324664487,2824,fontanedifirenze,182,3.5,0.0,0.0,2.1
40715836@N03,F151,2,1324664498,1324664504,2824,piazzedifirenze,780,3.5,0.0,0.0,2.1
40715836@N03,F160,1,1324664548,1324664548,2824,sculturemarmoree,392,3.5,0.0,0.0,2.1
40715836@N03,F235,6,1324664557,1324664618,2824,museidiscultura,357,3.5,0.0,0.0,2.1
40715836@N03,F133,2,1324664645,1324664658,2824,stradedifirenze,66,3.5,0.0,0.0,2.1
40715836@N03,F151,1,1324664665,1324664665,2824,piazzedifirenze,780,3.5,0.0,0.0,2.1
40715836@N03,FIPOIHPC1000000648,1,1324664718,1324664718,2824,palazzovecchio,27,3.5,0.0,0.0,2.1
40715836@N03,F151,1,1324664770,1324664770,2824,piazzedifirenze,780,3.5,0.0,0.0,2.1
40715836@N03,F234,2,1324664782,1324664796,2824,museidiscienza,265,3.5,0.0,0.0,2.1
40715836@N03,F249,1,1324664807,1324664807,2824,torridifirenze,567,3.5,0.0,0.0,2.1
40715836@N03,F236,1,1324664818,1324664818,2824,uffizi,515,3.7,0.0,0.0,2.1
40715836@N03,F841,1,1324664852,1324664852,2824,palazzidifirenze,33,3.2,0.0,0.0,2.1
40715836@N03,F254,1,1324664883,1324664883,2824,torridifirenze,102,3.5,0.0,0.0,2.1
40715836@N03,F256,1,1324664893,1324664893,2824,pontidifirenze,1150,3.7,0.0,0.0,2.1
40715836@N03,F516,2,1324664902,1324664910,2824,alberghidifirenze,61,3.2,0.0,0.0,2.1
40715836@N03,F106,1,1324664927,1324664927,2824,architettureromanichedifirenze,535,3.6,0.0,0.0,2.1
40715836@N03,F107,1,1324664940,1324664940,2824,sculturedilorenzoghiberti,969,3.6,0.0,0.0,2.1
40715836@N03,F672,1,1324664950,1324664950,2824,stradedifirenze,62,3.6,0.0,0.0,2.1
40715836@N03,F108,1,1324664962,1324664962,2824,museidifirenze,408,3.6,0.0,0.0,2.1
40715836@N03,F216,1,1324664972,1324664972,2824,chiesededicateasanfiorenzo,29,3.5,0.0,0.0,2.1
40732541373@N01,F110,1,1301073612,1301073612,2825,cattedraledisantamariadelfiore,753,6.2,0.0,54.0,7.3
40732541373@N01,F385,2,1301077187,1301078185,2825,piazzedifirenze,10,6.2,0.0,65.0,6.1
40732541373@N01,F665,1,1301080328,1301080328,2825,residenzedeimedici,36,6.1,0.0,90.0,5.1
40732541373@N01,F385,2,1301080430,1301080572,2825,piazzedifirenze,10,6.4,0.0,90.0,5.1
40732541373@N01,F660,1,1301081679,1301081679,2825,palazzidifirenze,41,6.1,0.0,90.0,5.1
40732541373@N01,F615,1,1301144567,1301144567,2826,palazzidifirenze,4,8.4,0.0,25.0,4.9
40732541373@N01,F702,1,1301148069,1301148069,2826,architetturegotichedellatoscana,483,7.9,0.0,35.0,7.9
40732541373@N01,FIPOIHPC1000000965,6,1301148645,1301151610,2826,annunciazioni,141,7.9,0.0,35.0,7.9
40732541373@N01,F702,1,1301152411,1301152411,2826,architetturegotichedellatoscana,483,6.9,0.0,31.0,7.3
40732541373@N01,F441,5,1301157074,1301158677,2826,chiesededicateagesùsalvatore,70,6.2,0.0,27.0,6.2
40732541373@N01,FIPOIHPC1000000965,1,1301165978,1301165978,2826,annunciazioni,141,5.9,0.0,75.0,5.2
40732541373@N01,F910,1,1301166241,1301166241,2826,piazzedifirenze,13,5.8,0.0,100.0,3.9
40732541373@N01,F680,1,1301177786,1301177786,2826,mercatidifirenze,398,6.3,0.0,88.0,3.5
40732541373@N01,F159,1,1301242315,1301242315,2827,operedigiambologna,304,9.5,0.0,100.0,3.3
40732541373@N01,F215,1,1301245806,1301245806,2827,chiesededicateasant'apollinarediravenna,21,9.6,0.0,100.0,2.5
40732541373@N01,F159,1,1301245863,1301245863,2827,operedigiambologna,304,9.6,0.0,100.0,2.5
40732541373@N01,F234,1,1301246060,1301246060,2827,museidiscienza,265,9.5,0.0,100.0,2.5
40732541373@N01,FIPOIHPC1000000871,1,1301247356,1301247356,2827,architetturescomparsedifirenze,52,9.5,0.0,100.0,2.5
40732541373@N01,F110,8,1301252031,1301256516,2827,cattedraledisantamariadelfiore,753,9.7,0.0,100.0,2.9
40732541373@N01,F234,1,1301361179,1301361179,2828,museidiscienza,265,13.7,0.0,49.0,6.7
40732541373@N01,F615,1,1301361194,1301361194,2828,palazzidifirenze,4,13.7,0.0,49.0,6.7
40732541373@N01,F110,1,1301361498,1301361498,2828,cattedraledisantamariadelfiore,753,13.8,0.0,49.0,6.7
40732541373@N01,F717,1,1301932768,1301932768,2829,stradedifirenze,6,11.2,0.0,54.0,4.5
40732541373@N01,F259,1,1301932777,1301932777,2829,architetturedifilippobrunelleschi,10,11.2,0.0,54.0,4.5
40732541373@N01,F134,1,1301932849,1301932849,2829,chiesededicateasancarloborromeo,24,11.2,0.0,30.0,2.6
40754137@N00,F545,1,1309162993,1309162993,2830,architetturedigiovannimichelucci,143,30.4,0.0,7.0,13.1
40754137@N00,F868,6,1309167585,1309168143,2830,torridifirenze,16,29.5,0.0,12.0,12.5
40754137@N00,F697,2,1309169021,1309174077,2830,caffèstoricidifirenze,89,27.9,0.0,19.0,10.0
40754137@N00,F171,1,1309175720,1309175720,2830,architettureneorinascimentalid'italia,90,26.3,0.0,16.0,6.2
40754137@N00,F110,1,1309176847,1309176847,2830,cattedraledisantamariadelfiore,753,24.7,0.0,16.0,4.9
40754137@N00,F672,1,1309177633,1309177633,2830,stradedifirenze,62,24.7,0.0,16.0,4.9
40754137@N00,F868,6,1309180141,1309180593,2830,torridifirenze,16,23.2,0.0,7.0,4.3
40754137@N00,F699,2,1309186810,1309186896,2830,caffèstoricidifirenze,106,22.8,0.0,1.0,5.5
40754137@N00,F697,4,1309186987,1309190445,2830,caffèstoricidifirenze,89,22.8,0.0,1.0,5.5
40754137@N00,F540,1,1309191256,1309191256,2830,loggedifirenze,38,21.8,0.0,2.0,4.8
40754137@N00,F103,2,1309192223,1309192482,2830,palazzidifirenze,100,22.5,0.0,2.0,4.8
40754137@N00,F892,1,1309193082,1309193082,2830,torridifirenze,10,22.6,0.0,2.0,4.8
40754137@N00,F868,1,1309193210,1309193210,2830,torridifirenze,16,22.6,0.0,2.0,4.8
40754137@N00,F135,1,1309254734,1309254734,2831,torridifirenze,64,29.2,0.0,15.0,12.3
40754137@N00,F151,1,1309255617,1309255617,2831,piazzedifirenze,780,28.2,0.0,13.0,10.0
40754137@N00,FIPOIHPC1000000649,4,1309256110,1309256437,2831,dipintidiagnolobronzino,89,28.2,0.0,13.0,10.0
40754137@N00,F577,1,1309259340,1309259340,2831,basilicadisanlorenzo(firenze),65,26.6,0.0,14.0,5.0
40754137@N00,F588,1,1309259703,1309259703,2831,stradedifirenze,65,26.6,0.0,14.0,5.0
40754137@N00,F103,1,1309263483,1309263483,2831,palazzidifirenze,100,25.1,0.0,11.0,4.1
40754137@N00,FIPOIHPC1000000794,1,1309265179,1309265179,2831,torridifirenze,30,25.1,0.0,11.0,4.1
40754137@N00,F868,3,1309275143,1309275398,2831,torridifirenze,16,23.6,0.0,23.0,5.9
40754137@N00,F586,2,1309335693,1309335899,2832,mercatidifirenze,128,27.9,0.5,59.0,6.2
40754137@N00,F545,1,1309339835,1309339835,2832,architetturedigiovannimichelucci,143,28.0,0.0,80.0,8.6
40754137@N00,F528,3,1309342203,1309342397,2832,basilicadisantamarianovella,25,27.2,0.3,67.0,7.6
40754137@N00,F672,1,1312735800,1312735800,2833,stradedifirenze,62,21.8,0.0,73.0,6.9
40754137@N00,F103,1,1312735860,1312735860,2833,palazzidifirenze,100,21.8,0.0,73.0,6.9
40754137@N00,F588,3,1312736080,1312736086,2833,stradedifirenze,65,21.8,0.0,73.0,6.9
40758497@N00,F106,2,1253017273,1253017679,2834,architettureromanichedifirenze,535,19.4,0.0,100.0,7.2
40758497@N00,F516,1,1253022936,1253022936,2834,alberghidifirenze,61,18.9,0.1,100.0,7.7
40832733@N03,F168,2,1272635191,1272635251,2835,monumentiequestri,394,13.9,0.0,1.0,4.1
40832733@N03,F157,1,1272635420,1272635420,2835,loggiadeilanzi,226,13.9,0.0,1.0,4.1
40832733@N03,F308,1,1272651097,1272651097,2835,museidifirenze,41,10.5,0.0,4.0,4.7
40849956@N03,F680,1,1300294377,1300294377,2836,mercatidifirenze,398,7.9,0.2,99.0,6.3
40849956@N03,F237,1,1300297076,1300297076,2836,uffizi,40,7.9,0.5,97.0,5.7
40849956@N03,F167,1,1300300666,1300300666,2836,sculturedipiazzadellasignoria,613,7.5,0.3,100.0,4.7
40865399@N03,F132,1,1281452000,1281452000,2837,palazzidifirenze,32,22.9,0.0,85.0,5.7
40865399@N03,F676,2,1281452059,1281452091,2837,piazzedifirenze,107,22.9,0.0,85.0,5.7
40865399@N03,F120,1,1281452239,1281452239,2837,sculturedinannidibanco,699,22.8,0.0,85.0,5.7
40865399@N03,F676,1,1281454508,1281454508,2837,piazzedifirenze,107,22.4,0.0,63.0,5.2
40865399@N03,F119,1,1281454539,1281454539,2837,cattedralidedicateamaria,571,22.4,0.0,63.0,5.2
40865399@N03,F676,1,1281454598,1281454598,2837,piazzedifirenze,107,22.4,0.0,63.0,5.2
40865399@N03,F107,2,1281454675,1281454791,2837,sculturedilorenzoghiberti,969,22.4,0.0,63.0,5.2
40865399@N03,F101,2,1281454892,1281454906,2837,piazzedifirenze,284,22.3,0.0,63.0,5.2
40865399@N03,F107,1,1281455113,1281455113,2837,sculturedilorenzoghiberti,969,22.4,0.0,63.0,5.2
40865399@N03,F110,1,1281455501,1281455501,2837,cattedraledisantamariadelfiore,753,22.4,0.0,63.0,5.2
40866065@N07,F701,1,1219582068,1219582068,2838,piazzedifirenze,399,21.0,0.0,94.0,7.4
40866065@N07,F216,1,1219584100,1219584100,2838,chiesededicateasanfiorenzo,29,19.4,0.0,95.0,6.8
40866065@N07,F867,1,1219584356,1219584356,2838,torridifirenze,47,19.4,0.0,95.0,6.8
40866065@N07,FIPOIHPC1000001006,1,1219584526,1219584526,2838,stradedifirenze,24,19.4,0.0,95.0,6.8
40866065@N07,F702,3,1219585182,1219585219,2838,architetturegotichedellatoscana,483,19.4,0.0,95.0,6.8
40866065@N07,F701,1,1219585230,1219585230,2838,piazzedifirenze,399,19.4,0.0,95.0,6.8
40866065@N07,F702,2,1219585275,1219585288,2838,architetturegotichedellatoscana,483,19.4,0.0,95.0,6.8
40866065@N07,F701,11,1219585532,1219585785,2838,piazzedifirenze,399,19.4,0.0,95.0,6.8
40866065@N07,F702,1,1219585815,1219585815,2838,architetturegotichedellatoscana,483,19.4,0.0,95.0,6.8
40866065@N07,F701,3,1219585879,1219585967,2838,piazzedifirenze,399,19.4,0.0,95.0,6.8
40866065@N07,F702,15,1219586191,1219587236,2838,architetturegotichedellatoscana,483,19.4,0.0,95.0,6.8
40866065@N07,F710,1,1219587285,1219587285,2838,fontanedifirenze,182,18.1,0.0,98.0,6.7
40866065@N07,F732,2,1219587469,1219587481,2838,palazzidifirenze,21,18.1,0.0,98.0,6.7
40866065@N07,F216,2,1219587700,1219587716,2838,chiesededicateasanfiorenzo,29,18.1,0.0,98.0,6.7
40866065@N07,F153,3,1219587761,1219587848,2838,ciclidiaffreschidifirenze,54,18.1,0.0,98.0,6.7
40866065@N07,F168,7,1219587868,1219588006,2838,monumentiequestri,394,18.1,0.0,98.0,6.7
40866065@N07,F167,4,1219588028,1219588089,2838,sculturedipiazzadellasignoria,613,18.1,0.0,98.0,6.7
40866065@N07,F151,2,1219588103,1219588118,2838,piazzedifirenze,780,18.1,0.0,98.0,6.7
40866065@N07,F168,1,1219588132,1219588132,2838,monumentiequestri,394,18.1,0.0,98.0,6.7
40866065@N07,F151,3,1219588244,1219588271,2838,piazzedifirenze,780,18.1,0.0,98.0,6.7
40866065@N07,F167,2,1219588352,1219588359,2838,sculturedipiazzadellasignoria,613,18.1,0.0,98.0,6.7
40866065@N07,FIPOIHPC1000000871,2,1219588503,1219588514,2838,architetturescomparsedifirenze,52,18.0,0.0,98.0,6.7
40866065@N07,F235,2,1219588538,1219588551,2838,museidiscultura,357,18.0,0.0,98.0,6.7
40866065@N07,FIPOIHPC1000000871,1,1219588563,1219588563,2838,architetturescomparsedifirenze,52,18.0,0.0,98.0,6.7
40866065@N07,F235,1,1219588763,1219588763,2838,museidiscultura,357,18.0,0.0,98.0,6.7
40866065@N07,F234,3,1219588934,1219589044,2838,museidiscienza,265,18.0,0.0,98.0,6.7
40866065@N07,F236,3,1219589257,1219589308,2838,uffizi,515,18.2,0.0,98.0,6.7
40866065@N07,F257,2,1219589474,1219589508,2838,torridifirenze,151,18.2,0.0,98.0,6.7
40866065@N07,F256,2,1219589552,1219589563,2838,pontidifirenze,1150,18.2,0.0,98.0,6.7
40866065@N07,FIPOIHPC1000000867,1,1219589914,1219589914,2838,palazzopitti,71,18.1,0.0,98.0,6.7
40866065@N07,F315,1,1219590056,1219590056,2838,palazzopitti,59,17.3,0.0,93.0,6.4
40866065@N07,F254,1,1219590594,1219590594,2838,torridifirenze,102,17.2,0.0,93.0,6.4
40866065@N07,F679,1,1219590798,1219590798,2838,fontanedifirenze,142,17.2,0.0,93.0,6.4
40866065@N07,F587,1,1219591042,1219591042,2838,chiesescomparsedifirenze,48,17.2,0.0,93.0,6.4
40866065@N07,F680,1,1219591067,1219591067,2838,mercatidifirenze,398,17.2,0.0,93.0,6.4
40866065@N07,F101,7,1219591267,1219591374,2838,piazzedifirenze,284,17.2,0.0,93.0,6.4
40866065@N07,F108,6,1219591385,1219591476,2838,museidifirenze,408,17.3,0.0,93.0,6.4
40866065@N07,FIPOIHPC1000000964,3,1219591593,1219591611,2838,scultureasoggettofunebre,377,17.2,0.0,93.0,6.4
40866065@N07,F566,1,1219591760,1219591760,2838,piazzedifirenze,163,17.3,0.0,93.0,6.4
40866065@N07,F567,6,1219591773,1219591969,2838,fontanedifirenze,120,17.2,0.0,93.0,6.4
40866065@N07,F605,1,1219592109,1219592109,2838,chiesededicateasangiovannievangelista,41,17.2,0.0,93.0,6.4
40866065@N07,F128,6,1219592271,1219592356,2838,esercizistoricidifirenze,216,17.2,0.0,93.0,6.4
40866065@N07,F107,5,1219592383,1219592465,2838,sculturedilorenzoghiberti,969,17.3,0.0,93.0,6.4
40866065@N07,F567,4,1219593018,1219594522,2838,fontanedifirenze,120,17.2,0.0,93.0,6.4
40866065@N07,F128,2,1219597644,1219597658,2838,esercizistoricidifirenze,216,15.9,0.0,18.0,6.4
40866065@N07,F110,3,1219597859,1219597879,2838,cattedraledisantamariadelfiore,753,16.0,0.0,18.0,6.4
40866065@N07,F107,2,1219597894,1219597920,2838,sculturedilorenzoghiberti,969,16.0,0.0,18.0,6.4
40866065@N07,F108,1,1219597951,1219597951,2838,museidifirenze,408,16.0,0.0,18.0,6.4
40866065@N07,F110,2,1219598006,1219598017,2838,cattedraledisantamariadelfiore,753,16.0,0.0,18.0,6.4
40866065@N07,F136,1,1219598026,1219598026,2838,chiesededicateasancristoforo,91,16.0,0.0,18.0,6.4
40866065@N07,F147,2,1219598120,1219598135,2838,chiesededicateasanbartolomeoapostolo,36,15.9,0.0,18.0,6.4
40866065@N07,F175,2,1219598393,1219598419,2838,palazzidifirenze,87,15.9,0.0,18.0,6.4
40866065@N07,F151,3,1219598494,1219598538,2838,piazzedifirenze,780,15.9,0.0,18.0,6.4
40866065@N07,F234,13,1219598938,1219599386,2838,museidiscienza,265,15.9,0.0,18.0,6.4
40866065@N07,F724,2,1219599574,1219599583,2838,palazzidifirenze,33,15.9,0.0,18.0,6.4
40866065@N07,F715,1,1219599741,1219599741,2838,palazzidifirenze,47,16.0,0.0,18.0,6.4
40866065@N07,F712,2,1219599753,1219599772,2838,bibliotecanazionalecentraledifirenze,69,16.0,0.0,18.0,6.4
40866065@N07,F867,1,1219600048,1219600048,2838,torridifirenze,47,16.0,0.0,18.0,6.4
40889675@N08,F121,1,1204992560,1204992560,2839,cupole,471,1.4,0.0,48.0,4.7
40889675@N08,FIPOIHPC1000000780,1,1204992760,1204992760,2839,palazzidifirenze,9,1.4,0.0,48.0,4.7
40889675@N08,F171,1,1204994102,1204994102,2839,architettureneorinascimentalid'italia,90,1.4,0.0,48.0,4.7
40889675@N08,F257,1,1204994515,1204994515,2839,torridifirenze,151,1.5,0.0,48.0,4.7
40889675@N08,F326,1,1204995104,1204995104,2839,pontidifirenze,415,1.5,0.0,48.0,4.7
40915716@N06,F680,1,1250445724,1250445724,2840,mercatidifirenze,398,24.3,0.0,44.0,0.5
40915716@N06,F202,1,1250446048,1250446048,2840,tabernacolidifirenze,27,24.3,0.0,44.0,0.5
40915716@N06,F305,1,1250449204,1250449204,2840,piazzedifirenze,102,23.1,0.0,27.0,1.8
40915716@N06,F236,1,1250450520,1250450520,2840,uffizi,515,24.1,0.0,27.0,1.8
40915716@N06,F136,1,1250518633,1250518633,2841,chiesededicateasancristoforo,91,25.4,0.0,14.0,2.3
40915716@N06,F160,1,1250519849,1250519849,2841,sculturemarmoree,392,25.4,0.0,14.0,2.3
40953487@N00,F644,2,1174956803,1174956856,2842,palazzidifirenze,55,8.2,0.3,98.0,10.0
40953487@N00,F669,1,1174957301,1174957301,2842,sedibancariedifirenze,32,8.8,0.3,93.0,14.1
40953487@N00,F660,1,1174957385,1174957385,2842,palazzidifirenze,41,8.8,0.3,93.0,14.1
40953487@N00,F110,3,1174957645,1174957714,2842,cattedraledisantamariadelfiore,753,8.8,0.3,93.0,14.1
40953487@N00,F127,2,1174957809,1174957835,2842,palazzidifirenze,228,8.8,0.3,93.0,14.1
40953487@N00,F830,2,1174958194,1174958203,2842,museiarcheologicid'italia,4,8.8,0.3,93.0,14.1
40953487@N00,F710,1,1174958862,1174958862,2842,fontanedifirenze,182,8.8,0.3,93.0,14.1
40953487@N00,F718,1,1174959073,1174959073,2842,palazzidifirenze,26,8.8,0.3,93.0,14.1
40953487@N00,F725,2,1174959145,1174959161,2842,archidifirenze,14,8.8,0.3,93.0,14.1
40953487@N00,F722,1,1174959246,1174959246,2842,chiesedifirenze,18,8.8,0.3,93.0,14.1
40953487@N00,F724,9,1174959384,1174959676,2842,palazzidifirenze,33,8.8,0.3,93.0,14.1
