poiID,poiName_og,poiName,poiTheme_og,poiTheme,source
F635,Istituto_Geografico_Militare,Military Geographical Institute,istituzionigeografiche,geographical institutions,Wikipedia
F126,Museo_dell'Opera_del_Duomo_(Firenze),Museum of the Works of the Cathedral (Florence),museodell'operadelduomodifirenze,Museum of the Works of the Cathedral (Florence),Wikipedia
F126,Museo_dell'Opera_del_Duomo_(Firenze),Museum of the Works of the Cathedral (Florence),museidiartesacra,Museum of Sacred Art,Wikipedia
F126,Museo_dell'Opera_del_Duomo_(Firenze),Museum of the Works of the Cathedral (Florence),museidiscultura,Museum of Culture,Wikipedia
FIPOIHPC1000000647,Istituto_delle_Suore_Serve_di_Maria_Santissima_Addolorata,Institute of the Sisters Servants of Mary Most Sorrowful,chiesedifirenze,churches of Florence,Wikipedia
FIPOIHPC1000000647,Istituto_delle_Suore_Serve_di_Maria_Santissima_Addolorata,Institute of the Sisters Servants of Mary Most Sorrowful,luoghidell'olocaustoinitalia,Sites of the Holocaust in Italy,Wikipedia
F598,Via_de'_Ginori,Via de' Ginori,stradedifirenze,streets of Florence,Wikipedia
F714,Palazzo_Spinelli_(Firenze),Spinelli Palace (Florence),palazzidifirenze,Florentine palaces,Wikipedia
F146,Museo_di_Orsanmichele,Orsanmichele Museum,museidifirenze,Florence museums,Wikipedia
F146,Museo_di_Orsanmichele,Orsanmichele Museum,museidiscultura,museums of culture,Wikipedia
F146,Museo_di_Orsanmichele,Orsanmichele Museum,orsanmichele,Orsanmichele Church and Museum,Wikipedia
F139,San_Matteo_(Ghiberti),Saint Matthew (by Ghiberti),sculturediorsanmichele,sculptures of Orsanmichele,Wikipedia
F139,San_Matteo_(Ghiberti),Saint Matthew (by Ghiberti),sculturebronzee,bronze sculptures,Wikipedia
F139,San_Matteo_(Ghiberti),Saint Matthew (by Ghiberti),sculturesusanti,saints' sculptures,Wikipedia
F139,San_Matteo_(Ghiberti),Saint Matthew (by Ghiberti),sculturedilorenzoghiberti,Lorenzo Ghiberti sculptures,Wikipedia
FIPOIHPC1000000924,Villa_Il_Tasso,Villa Il Tasso (The Badger Villa),villedifirenze,Florentine Villas,Wikipedia
FIPOIHPC1000000814,Casa_di_Ignazio_Villa,House of Ignazio Villa,palazzidifirenze,Florentine palaces,Wikipedia
FIPOIHPC1000000926,Palazzo_dei_Buonaguisi,Palace of the Buonaguisis,palazzidifirenze,Palaces of Florence,Wikipedia
F586,Mercato_Centrale_(Firenze),Central Market (Florence),architetturedifirenze,architecture of Florence,Wikipedia
F586,Mercato_Centrale_(Firenze),Central Market (Florence),mercatidifirenze,markets of Florence,Wikipedia
F330,Cappella_Sassetti,Sassetti Chapel,ciclidiaffreschidifirenze,Florence cycle of frescoes,Wikipedia
F330,Cappella_Sassetti,Sassetti Chapel,cappelledifirenze,chapels of Florence,Wikipedia
F330,Cappella_Sassetti,Sassetti Chapel,dipintididomenicoghirlandaio,painted by Domenico Ghirlandaio,Wikipedia
F330,Cappella_Sassetti,Sassetti Chapel,dipintisusanfrancescod'assisi,paintings of Saint Francis of Assisi,Wikipedia
F330,Cappella_Sassetti,Sassetti Chapel,basilicadisantatrinita(firenze),Basilica di Santa Trinita (Florence),Wikipedia
F462,Villa_Bardini,Villa Bardini,villedifirenze,Florentine villas,Wikipedia
F581,Palazzo_Aldobrandini,Aldobrandini Palace,palazzidifirenze,Florentine Palaces,Wikipedia
FIPOIHPC1000000728,Hotel_Majestic,Majestic Hotel,palazzidifirenze,Florentine Palaces,Wikipedia
FIPOIHPC1000000728,Hotel_Majestic,Majestic Hotel,sedibancariedifirenze,Florence Savings Bank Headquarters,Wikipedia
FIPOIHPC1000000728,Hotel_Majestic,Majestic Hotel,alberghidifirenze,hotels of Florence,Wikipedia
F360,Palazzo_Dami,Dami Palace,palazzidifirenze,Palaces of Florence,Wikipedia
FIPOIHPC1000000545,Palazzo_Albizi,Albizi Palace,palazzidifirenze,Florentine Palaces,Wikipedia
F375,Oratorio_di_San_Sebastiano_de'_Bini,Oratory of Saint Sebastian de' Bini,chiesedifirenze,churches of Florence,Wikipedia
F375,Oratorio_di_San_Sebastiano_de'_Bini,Oratory of Saint Sebastian de' Bini,ospedalistoricidifirenze,historic hospitals of Florence,Wikipedia
F375,Oratorio_di_San_Sebastiano_de'_Bini,Oratory of Saint Sebastian de' Bini,chiesededicateasansebastiano,churches dedicated to Saint Sebastian,Wikipedia
F460,Chiesa_di_San_Giorgio_alla_Costa,Church of Saint George at the Coast,chiesedifirenze,churches of Florence,Wikipedia
F460,Chiesa_di_San_Giorgio_alla_Costa,Church of Saint George at the Coast,chiesededicateasangiorgio,church dedicated to Saint George,Wikipedia
F371,Chiesa_di_Santa_Elisabetta_delle_Convertite,Church of Saint Elizabeth of the Converts,chiesedifirenze,churches of Florence,Wikipedia
F371,Chiesa_di_Santa_Elisabetta_delle_Convertite,Church of Saint Elizabeth of the Converts,chiesededicateasant'elisabettad'ungheria,church dedicated to Saint Elizabeth of Hungary,Wikipedia
F378,Chiesa_di_San_Pier_Gattolino,Church of San Pier Gattolino,chiesedifirenze,churches of Florence,Wikipedia
F415,Chiesa_di_San_Giovanni_Battista_della_Calza,Church of Saint John the Baptist della Calza,chiesedifirenze,churches of Florence,Wikipedia
F177,Teatro_romano_di_Firenze,Roman Theatre of Florence,teatridifirenze,theatres of Florence,Wikipedia
F177,Teatro_romano_di_Firenze,Roman Theatre of Florence,teatriromanidellatoscana,Roman theatres of Tuscany,Wikipedia
F299,Palazzo_Lanfredini,Lanfredini Palace,palazzidifirenze,Palaces of Florence,Wikipedia
F119,Cattedrale_di_Santa_Maria_del_Fiore,Cathedral of Saint Mary of the Flower,architetturerinascimentalidellatoscana,Renaissance architecture of Tuscany,Wikipedia
F119,Cattedrale_di_Santa_Maria_del_Fiore,Cathedral of Saint Mary of the Flower,cattedraledisantamariadelfiore,Cathedral of Saint Mary of the Flower,Wikipedia
F119,Cattedrale_di_Santa_Maria_del_Fiore,Cathedral of Saint Mary of the Flower,monumentinazionaliitaliani,Italian national monuments,Wikipedia
F119,Cattedrale_di_Santa_Maria_del_Fiore,Cathedral of Saint Mary of the Flower,duomo,cathedral,Wikipedia
F119,Cattedrale_di_Santa_Maria_del_Fiore,Cathedral of Saint Mary of the Flower,cattedralidellaprovinciadifirenze,cathedrals of the province of Florence,Wikipedia
F119,Cattedrale_di_Santa_Maria_del_Fiore,Cathedral of Saint Mary of the Flower,cattedralidedicateamaria,cathedrals dedicated to Mary,Wikipedia
F441,Chiesa_di_San_Salvatore_al_Monte,Church of San Salvatore al Monte,chiesedifirenze,churches of Florence,Wikipedia
F441,Chiesa_di_San_Salvatore_al_Monte,Church of San Salvatore al Monte,chiesededicateagesùsalvatore,church dedicated to Jesus the Savior,Wikipedia
F435,Giardino_delle_Rose,Rose Garden,giardinidifirenze,gardens of Florence,Wikipedia
FIPOIHPC1000000586,Piazza_della_Vittoria_(Firenze),Victory Square (Florence),piazzedifirenze,squares of Florence,Wikipedia
FIPOIHPC1000000587,Canto_dei_Carnesecchi,Song of the Carnesecchi,stradedifirenze,streets of Florence,Wikipedia
FIPOIHPC1000000584,Palazzo_Bargellini,Bargellini Palace,palazzidifirenze,Palaces of Florence,Wikipedia
F674,Piazza_del_Capitolo,Chapter Square,piazzedifirenze,squares of Florence,Wikipedia
FIPOIHPC1000000428,Palazzo_Martelli,Martelli Palace,palazzidifirenze,Florentine palaces,Wikipedia
FIPOIHPC1000000428,Palazzo_Martelli,Martelli Palace,casemuseo,house museum,Wikipedia
F210,Chiostro_degli_Aranci,Cloister of Oranges,chiostridifirenze,Florence cloisters,Wikipedia
F210,Chiostro_degli_Aranci,Cloister of Oranges,ciclidiaffreschidifirenze,Florence cycle of frescoes,Wikipedia
F210,Chiostro_degli_Aranci,Cloister of Oranges,dipintisusanbenedetto,painted by Susan Benedetto,Wikipedia
FIPOIHPC1000000454,Via_Cavour_(Firenze),Via Cavour (Florence),stradedifirenze,streets of Florence,Wikipedia
FIPOIHPC1000000424,Palazzo_Portinari-Salviati,Portinari-Salviati Palace,palazzidifirenze,Florentine palaces,Wikipedia
FIPOIHPC1000000424,Palazzo_Portinari-Salviati,Portinari-Salviati Palace,sedibancariedifirenze,seat of Florentine banks,Wikipedia
FIPOIHPC1000000427,Conservatorio_delle_Mantellate,Mantellate Conservatory,chiesedifirenze,churches of Florence,Wikipedia
F477,Palazzo_Gianni-Lucchesini-Vegni,Gianni-Lucchesini-Vegni Palace,palazzidifirenze,Palaces of Florence,Wikipedia
FIPOIHPC1000000421,Torre_dei_Ricci,Tower of the Hedgehogs,torridifirenze,towers of Florence,Wikipedia
F132,Palazzo_Strozzi_di_Mantova,Strozzi Palace of Mantua,palazzidifirenze,Palaces of Florence,Wikipedia
FIPOIHPC1000000423,Ex_convento_di_San_Francesco_de'_Macci,Former Convent of Saint Francis de' Macci,chiesedifirenze,churches of Florence,Wikipedia
FIPOIHPC1000000423,Ex_convento_di_San_Francesco_de'_Macci,Former Convent of Saint Francis de' Macci,ospedalistoricidifirenze,historic hospitals of Florence,Wikipedia
FIPOIHPC1000000423,Ex_convento_di_San_Francesco_de'_Macci,Former Convent of Saint Francis de' Macci,chiesesconsacratedifirenze,churches consecrated in Florence,Wikipedia
FIPOIHPC1000000422,Torre_dei_Macci,Tower of the Macci,torridifirenze,towers of Florence,Wikipedia
F275,Chiesa_di_San_Jacopo_Soprarno,Church of Saint James Beyond the Arno,chiesedifirenze,churches of Florence,Wikipedia
F333,Via_de'_Tornabuoni,Via de' Tornabuoni,stradedifirenze,streets of Florence,Wikipedia
F916,Villa_Palmieri,Palmieri Villa,villedifirenze,Florentine villas,Wikipedia
F724,Palazzo_Bardi-Tempi,Bardi-Tempi Palace,palazzidifirenze,Florentine palaces,Wikipedia
FIPOIHPC1000000823,Palazzo_Stiozzi_Ridolfi,Strozzi-Ridolfi Palace,palazzidifirenze,Florentine Palaces,Wikipedia
F353,Palazzo_Michelozzi,Michelozzi Palace,palazzidifirenze,Florence palaces,Wikipedia
F634,Giardino_dei_Semplici,Garden of Simple Herbs,ortibotanicid'italia,"Italian botanical gardens (specifically, Gardens of Simple Herbs)",Wikipedia
F634,Giardino_dei_Semplici,Garden of Simple Herbs,museidifirenze,Museums of Florence,Wikipedia
F634,Giardino_dei_Semplici,Garden of Simple Herbs,giardinidifirenze,Gardens of Florence,Wikipedia
FIPOIHPC1000000910,Palazzo_Davanzati,Davanzati Palace,palazzidifirenze,Palaces of Florence,Wikipedia
FIPOIHPC1000000910,Palazzo_Davanzati,Davanzati Palace,casemuseo,house museum,Wikipedia
FIPOIHPC1000000458,Palazzo_Caccini,Caccini Palace,palazzidifirenze,Florentine Palaces,Wikipedia
FIPOIHPC1000000459,Giardino_del_Borgo,Garden of the Borgo,giardinidifirenze,gardens of Florence,Wikipedia
F567,Monumento_a_Giovanni_delle_Bande_Nere,Monument to Giovanni delle Bande Nere,scultureafirenze,Florence sculptures,Wikipedia
F567,Monumento_a_Giovanni_delle_Bande_Nere,Monument to Giovanni delle Bande Nere,monumentidifirenze,Florence monuments,Wikipedia
F567,Monumento_a_Giovanni_delle_Bande_Nere,Monument to Giovanni delle Bande Nere,fontanedifirenze,fountains of Florence,Wikipedia
F488,Ponte_alla_Vittoria,Victory Bridge,pontidifirenze,bridges of Florence,Wikipedia
FIPOIHPC1000000515,Convento_delle_Suore_di_San_Francesco,Convent of the Sisters of Saint Francis,chiesedifirenze,churches of Florence,Wikipedia
FIPOIHPC1000000517,Tabernacolo_di_via_dei_Cappuccini,Tabernacle on Via dei Cappuccini,tabernacolidifirenze,Florence tabernacles,Wikipedia
FIPOIHPC1000000516,Villa_Cristina,Villa Cristina,villedifirenze,Florentine villas,Wikipedia
F470,Ponte_di_San_Niccolò,San Niccolò Bridge,pontidifirenze,bridges of Florence,Wikipedia
F470,Ponte_di_San_Niccolò,San Niccolò Bridge,pontisull'arno,bridge over the Arno,Wikipedia
F588,Via_dell'Ariento,Ariento Street,stradedifirenze,streets of Florence,Wikipedia
F569,Palazzo_Benci,Benci Palace,palazzidifirenze,Florentine Palaces,Wikipedia
F133,Via_dei_Calzaiuoli,Shoemakers' Street,stradedifirenze,streets of Florence,Wikipedia
F212,Complesso_di_San_Firenze,San Firenze Complex,architetturedifirenze,architecture of Florence,Wikipedia
F212,Complesso_di_San_Firenze,San Firenze Complex,chiesededicateasanfilipponeri,churches dedicated to Saint Philip Neri,Wikipedia
FIPOIHPC1000000456,Palazzo_Roffia,Roffia Palace,palazzidifirenze,Palaces of Florence,Wikipedia
F128,Bottegone_(Firenze),Workshop (Florence),esercizistoricidifirenze,historic workshops of Florence,Wikipedia
F822,Ospedale_psichiatrico_di_San_Salvi,San Salvi Psychiatric Hospital,ospedalistoricidifirenze,historic hospitals of Florence,Wikipedia
F342,Palazzo_Viviani_della_Robbia,Viviani della Robbia Palace,palazzidifirenze,Palaces of Florence,Wikipedia
F784,Palazzo_ex-Nuova_Italia,Palace formerly New Italy,palazzidifirenze,Palaces of Florence,Wikipedia
FIPOIHPC1000000841,Casa_Acciaiuoli,House of Acciaiuoli,palazzidifirenze,Florentine palaces,Wikipedia
F166,Ercole_e_Caco,Hercules and Cacus,scultureasoggettomitologico,sculptures with mythological subjects,Wikipedia
F166,Ercole_e_Caco,Hercules and Cacus,sculturedipiazzadellasignoria,statues of Piazza della Signoria,Wikipedia
F166,Ercole_e_Caco,Hercules and Cacus,sculturerinascimentali,Renaissance sculptures,Wikipedia
F166,Ercole_e_Caco,Hercules and Cacus,sculturemarmoree,marble sculptures,Wikipedia
F672,Via_del_Campanile,Campanile Street,stradedifirenze,Street of Florence,Wikipedia
F307,Palazzo_Pitti,Pitti Palace,palazzopitti,Pitti Palace,Wikipedia
F551,Padiglione_Spadolini,Spadolini Pavilion,architetturedifirenze,architecture of Florence,Wikipedia
F140,San_Giovanni_Battista_(Ghiberti),Baptismal Font (Ghiberti),sculturediorsanmichele,sculptures of Orsanmichele,Wikipedia
F140,San_Giovanni_Battista_(Ghiberti),Baptismal Font (Ghiberti),sculturebronzee,bronze sculptures,Wikipedia
F140,San_Giovanni_Battista_(Ghiberti),Baptismal Font (Ghiberti),sculturesusangiovannibattista,Sculptures of Saint John the Baptist,Wikipedia
F140,San_Giovanni_Battista_(Ghiberti),Baptismal Font (Ghiberti),sculturedilorenzoghiberti,Lorenzo Ghiberti Sculptures,Wikipedia
F328,Piazza_Santa_Trinita,Square of Santa Trinita,piazzedifirenze,squares of Florence,Wikipedia
FIPOIHPC1000000693,Via_della_Vigna_Nuova,New Vineyard Way/Street,stradedifirenze,streets of Florence,Wikipedia
F243,Chiesa_di_San_Remigio,Church of Saint Remigius,chiesedifirenze,churches of Florence,Wikipedia
F243,Chiesa_di_San_Remigio,Church of Saint Remigius,chiesededicateasanremigio,churches dedicated to Saint Remigius,Wikipedia
F408,Tabernacolo_del_Canto_alla_Cuculia,Tabernacle of the Song at the Nightingale,tabernacolidifirenze,Tabernacles of Florence,Wikipedia
FIPOIHPC1000000758,Palazzo_Tempi-Mazzei,Tempi-Mazzei Palace,palazzidifirenze,Florence palaces,Wikipedia
F733,Anfiteatro_romano_di_Firenze,Roman Amphitheater of Florence,anfiteatriromani,Roman amphitheaters,Wikipedia
F733,Anfiteatro_romano_di_Firenze,Roman Amphitheater of Florence,architetturedifirenze,architecture of Florence,Wikipedia
F366,Palazzo_Antinori_di_Brindisi,Antinori Palace of Brindisi,palazzidifirenze,Palaces of Florence,Wikipedia
FIPOIHPC1000000858,Teatro_Cantiere_Florida,Florida Workshop Theatre,teatridifirenze,theatres of Florence,Wikipedia
F727,Palazzina_Brogi,Brogi Palace,palazzidifirenze,Palaces of Florence,Wikipedia
F900,Stazione_Leopolda_(Firenze),Leopold Station (Florence),stazioniferroviariedifirenze,Florence railway station,Wikipedia
F900,Stazione_Leopolda_(Firenze),Leopold Station (Florence),teatridifirenze,theatres of Florence,Wikipedia
F900,Stazione_Leopolda_(Firenze),Leopold Station (Florence),stazioniferroviariedismesse,dismantled railway stations,Wikipedia
F227,Casa_Buonarroti,House of Buonarroti,museidifirenze,Florence museums,Wikipedia
F227,Casa_Buonarroti,House of Buonarroti,casabuonarroti,House of Buonarroti,Wikipedia
F227,Casa_Buonarroti,House of Buonarroti,casemuseo,house museum,Wikipedia
F227,Casa_Buonarroti,House of Buonarroti,museidiscultura,museums of culture,Wikipedia
F284,Palazzo_Guadagni,Guadagni Palace,palazzidifirenze,Palaces of Florence,Wikipedia
F898,Chiesa_di_San_Jacopino,Church of Saint Jacobino,chiesedifirenze,churches of Florence,Wikipedia
F897,Piazza_San_Jacopino,Saint James's Square,piazzedifirenze,Florence squares,Wikipedia
F625,Palazzina_della_Livia,Livia's Little Palace,palazzidifirenze,Palaces of Florence,Wikipedia
F228,Oratorio_di_San_Niccolò_del_Ceppo,Oratory of Saint Nicholas of the Tree Stump,chiesedifirenze,churches of Florence,Wikipedia
F205,Chiesa_di_Santa_Maria_in_Campo,Church of Santa Maria in Campo,chiesedifirenze,churches of Florence,Wikipedia
F205,Chiesa_di_Santa_Maria_in_Campo,Church of Santa Maria in Campo,edificidicultodedicatiamaria,buildings dedicated to Mary,Wikipedia
F848,Palazzo_Pandolfini,Pandolfini Palace,palazzidifirenze,Florentine Palaces,Wikipedia
F848,Palazzo_Pandolfini,Pandolfini Palace,architetturediraffaello,architecture by Raffaello,Wikipedia
F480,Casa_museo_Rodolfo_Siviero,House-museum Rodolfo Siviero,museidifirenze,Florence museums,Wikipedia
F480,Casa_museo_Rodolfo_Siviero,House-museum Rodolfo Siviero,casemuseo,house museum,Wikipedia
F347,Via_Maggio,Via del Maggio,stradedifirenze,streets of Florence,Wikipedia
F356,Palazzo_di_Bianca_Cappello,Palace of Bianca Cappello,palazzidifirenze,Palaces of Florence,Wikipedia
F847,Palazzo_Valori-Altoviti,Valori-Altoviti Palace,palazzidifirenze,Florentine Palaces,Wikipedia
F847,Palazzo_Valori-Altoviti,Valori-Altoviti Palace,residenzedeiguicciardini,Guicciardini Residences,Wikipedia
F384,Chiesa_e_convento_di_San_Vincenzo_d'Annalena,Church and Convent of San Vincenzo d'Annalena,chiesedifirenze,churches of Florence,Wikipedia
F384,Chiesa_e_convento_di_San_Vincenzo_d'Annalena,Church and Convent of San Vincenzo d'Annalena,chiesesconsacratedifirenze,churches consecrated in Florence,Wikipedia
F384,Chiesa_e_convento_di_San_Vincenzo_d'Annalena,Church and Convent of San Vincenzo d'Annalena,chiesededicateasanvincenzoferrer,church dedicated to Saint Vincent Ferrer,Wikipedia
F844,Monastero_di_Santa_Marta,Monastery of Saint Martha,monasteridifirenze,Monasteries of Florence,Wikipedia
F545,Stazione_di_Firenze_Santa_Maria_Novella,Florence Santa Maria Novella Station,stazioniferroviariedifirenze,Florence railway station,Wikipedia
F545,Stazione_di_Firenze_Santa_Maria_Novella,Florence Santa Maria Novella Station,architetturerazionalisted'italia,Rationalist architecture of Italy,Wikipedia
F545,Stazione_di_Firenze_Santa_Maria_Novella,Florence Santa Maria Novella Station,architetturedigiovannimichelucci,architecture by Giovanni Michelucci,Wikipedia
FIPOIHPC1000000848,Nelson_Mandela_Forum,Nelson Mandela Forum,sportinprovinciadifirenze,sports facilities in the province of Florence,Wikipedia
FIPOIHPC1000000848,Nelson_Mandela_Forum,Nelson Mandela Forum,arenedipallacanestroinitalia,basketball arenas in Italy,Wikipedia
FIPOIHPC1000000848,Nelson_Mandela_Forum,Nelson Mandela Forum,impiantisportividifirenze,Florence sports facilities,Wikipedia
F525,Cappellone_degli_Spagnoli,Chapel of the Spaniards,cappelledifirenze,chapels of Florence,Wikipedia
F525,Cappellone_degli_Spagnoli,Chapel of the Spaniards,ciclidiaffreschidifirenze,frescoes of the Chapel of the Spaniards in Florence,Wikipedia
F525,Cappellone_degli_Spagnoli,Chapel of the Spaniards,basilicadisantamarianovella,Basilica di Santa Maria Novella,Wikipedia
F525,Cappellone_degli_Spagnoli,Chapel of the Spaniards,dipintimedievali,medieval paintings,Wikipedia
FIPOIHPC1000000604,Patroclo_e_Menelao,Patroclus and Menelaus,sculturenellaloggiadeilanzi,sculptures in the Loggia dei Lanzi,Wikipedia
FIPOIHPC1000000604,Patroclo_e_Menelao,Patroclus and Menelaus,sculturemarmoree,marble sculptures,Wikipedia
FIPOIHPC1000000604,Patroclo_e_Menelao,Patroclus and Menelaus,sculturegreche,Greek sculptures,Wikipedia
FIPOIHPC1000000604,Patroclo_e_Menelao,Patroclus and Menelaus,scultureasoggettomitologico,statues with mythological subjects,Wikipedia
F520,Cappella_Rucellai,Rucellai Chapel,cappelledifirenze,chapels of Florence,Wikipedia
F520,Cappella_Rucellai,Rucellai Chapel,basilicadisantamarianovella,Basilica di Santa Maria Novella,Wikipedia
F530,Chiostro_Verde,Green Cloister,ciclidiaffreschidifirenze,Florence fresco cycles,Wikipedia
F530,Chiostro_Verde,Green Cloister,chiostridifirenze,Florence cloisters,Wikipedia
F530,Chiostro_Verde,Green Cloister,basilicadisantamarianovella,Basilica di Santa Maria Novella,Wikipedia
F704,Cappella_Baroncelli,Baroncelli Chapel,cappelledifirenze,chapels of Florence,Wikipedia
F704,Cappella_Baroncelli,Baroncelli Chapel,ciclidiaffreschidifirenze,Florence cycle of frescoes,Wikipedia
F704,Cappella_Baroncelli,Baroncelli Chapel,basilicadisantacroce,Basilica di Santa Croce,Wikipedia
F704,Cappella_Baroncelli,Baroncelli Chapel,dipintiditaddeogaddi,paintings by Taddeo Gaddi,Wikipedia
FIPOIHPC1000000600,Cappella_Bardi,Bardi Chapel,cappelledifirenze,chapels of Florence,Wikipedia
FIPOIHPC1000000600,Cappella_Bardi,Bardi Chapel,dipintidigiotto,paintings by Giotto,Wikipedia
FIPOIHPC1000000600,Cappella_Bardi,Bardi Chapel,ciclidiaffreschidifirenze,Florence cycle of frescoes,Wikipedia
FIPOIHPC1000000600,Cappella_Bardi,Bardi Chapel,basilicadisantacroce,Basilica di Santa Croce,Wikipedia
FIPOIHPC1000000600,Cappella_Bardi,Bardi Chapel,dipintisusanfrancescod'assisi,paintings of Saint Francis of Assisi,Wikipedia
FIPOIHPC1000000603,Palazzina_Reale_di_Santa_Maria_Novella,Royal Palace of Santa Maria Novella,architetturefascistedifirenze,Fascist architectures of Florence,Wikipedia
FIPOIHPC1000000603,Palazzina_Reale_di_Santa_Maria_Novella,Royal Palace of Santa Maria Novella,palazzidifirenze,Palaces of Florence,Wikipedia
F509,Pescaia_di_Santa_Rosa,Fishpond of Santa Rosa,firenze,Florence,Wikipedia
F523,Cappella_di_Filippo_Strozzi,Chapel of Filippo Strozzi,cappelledifirenze,chapels of Florence,Wikipedia
F523,Cappella_di_Filippo_Strozzi,Chapel of Filippo Strozzi,ciclidiaffreschidifirenze,Florence cycle of frescoes,Wikipedia
F523,Cappella_di_Filippo_Strozzi,Chapel of Filippo Strozzi,basilicadisantamarianovella,Basilica di Santa Maria Novella,Wikipedia
F523,Cappella_di_Filippo_Strozzi,Chapel of Filippo Strozzi,dipintidifilippinolippi,paintings by Filippino Lippi,Wikipedia
F523,Cappella_di_Filippo_Strozzi,Chapel of Filippo Strozzi,dipintisusangiovannievangelista,painted by Giovanni Evangelista (artist),Wikipedia
F518,Cappella_Bardi_(Santa_Maria_Novella),Bardi Chapel (Santa Maria Novella),cappelledifirenze,chapels of Florence,Wikipedia
F518,Cappella_Bardi_(Santa_Maria_Novella),Bardi Chapel (Santa Maria Novella),ciclidiaffreschidifirenze,Florence cycle of frescoes,Wikipedia
F518,Cappella_Bardi_(Santa_Maria_Novella),Bardi Chapel (Santa Maria Novella),dipintimedievali,medieval paintings,Wikipedia
F518,Cappella_Bardi_(Santa_Maria_Novella),Bardi Chapel (Santa Maria Novella),basilicadisantamarianovella,Basilica di Santa Maria Novella,Wikipedia
FIPOIHPC1000000966,Villa_San_Donato,Villa San Donato,villedifirenze,Florentine villas,Wikipedia
FIPOIHPC1000000949,Casa_della_Gioventù_Francescana_di_Firenze,House of Franciscan Youth of Florence,francescanesimo,Franciscanism,Wikipedia
F157,Loggia_della_Signoria,Loggia dei Lanzi,loggiadeilanzi,Loggia of the Lanzi,Wikipedia
F656,Palazzo_Niccolini,Niccolini Palace,palazzidifirenze,Palaces of Florence,Wikipedia
FIPOIHPC1000000888,Palazzo_Da_Magnale,Palace of the Da Magnale Family,palazzidifirenze,Palaces of Florence,Wikipedia
F798,Ospedale_di_Santa_Maria_Nuova,Hospital of Saint Mary the New,ospedalidifirenze,Hospitals of Florence,Wikipedia
F722,Chiesa_Evangelica_Metodista_(Firenze),Evangelical Methodist Church (Florence),chiesedifirenze,churches of Florence,Wikipedia
F293,Palazzo_Machiavelli,Machiavelli Palace,palazzidifirenze,Florence palaces,Wikipedia
FIPOIHPC1000000986,Kunsthistorisches_Institut_in_Florenz,Italian Art Historical Institute in Florence,culturaafirenze,culture at Florence,Wikipedia
FIPOIHPC1000000986,Kunsthistorisches_Institut_in_Florenz,Italian Art Historical Institute in Florence,storiadell'arte,history of art,Wikipedia
FIPOIHPC1000000986,Kunsthistorisches_Institut_in_Florenz,Italian Art Historical Institute in Florence,societàmaxplanck,Max Planck Society Art History Center,Wikipedia
FIPOIHPC1000000986,Kunsthistorisches_Institut_in_Florenz,Italian Art Historical Institute in Florence,istitutidiricercainitalia,Italian research institutes,Wikipedia
FIPOIHPC1000000670,Teatro_Puccini,Puccini Theatre,teatridifirenze,theatres of Florence,Wikipedia
FIPOIHPC1000000670,Teatro_Puccini,Puccini Theatre,architetturerazionalisted'italia,rationalist architecture of Italy,Wikipedia
FIPOIHPC1000000670,Teatro_Puccini,Puccini Theatre,architetturefascistedifirenze,Fascist architecture of Florence,Wikipedia
FIPOIHPC1000000671,Chiesa_di_Santa_Maria_dei_Bardi,Church of Santa Maria dei Bardi,chiesescomparsedifirenze,lost churches of Florence,Wikipedia
FIPOIHPC1000000671,Chiesa_di_Santa_Maria_dei_Bardi,Church of Santa Maria dei Bardi,edificidicultodedicatiamaria,buildings dedicated to Mary,Wikipedia
FIPOIHPC1000000672,Palazzo_Salviati-Quaratesi,Salviati-Quaratesi Palace,palazzidifirenze,Florentine palaces,Wikipedia
F241,Palazzo_di_Alberto_di_Zanobi,Palace of Alberto di Zanobi,palazzidifirenze,Palaces of Florence,Wikipedia
FIPOIHPC1000000674,Via_San_Giuseppe,Saint Joseph Street,stradedifirenze,streets of Florence,Wikipedia
FIPOIHPC1000000675,Via_dei_Malcontenti,Street of the Discontented,stradedifirenze,Street of Discontent,Wikipedia
FIPOIHPC1000000676,Tabernacolo_di_via_dei_Malcontenti,Tabernacle on Via dei Malcontenti,tabernacolidifirenze,Florence tabernacles,Wikipedia
F852,Chiesa_di_San_Piero_a_Monticelli,Church of Saint Peter at Monticelli,chiesedifirenze,churches of Florence,Wikipedia
FIPOIHPC1000000678,Villa_Finaly,Villa Finaly,villedifirenze,Florentine villas,Wikipedia
FIPOIHPC1000000679,Villa_dello_Spedaluzzo,Villa dello Spedaluzzo,villedifirenze,Florentine villas,Wikipedia
F294,Palazzo_Coverelli,Coverelli Palace,palazzidifirenze,Florence palaces,Wikipedia
F507,Chiesa_Evangelica_Battista_(Firenze),Evangelical Baptist Church (Florence),chiesedifirenze,churches of Florence,Wikipedia
F805,Casa_famiglia_Santa_Lucia,House of the Santa Lucia Family,chiesedifirenze,churches of Florence,Wikipedia
F804,Chiesa_di_Santa_Maria_Sopra_Porta,Church of Saint Mary Above the Gate,chiesedifirenze,churches of Florence,Wikipedia
F804,Chiesa_di_Santa_Maria_Sopra_Porta,Church of Saint Mary Above the Gate,chiesesconsacratedifirenze,churches consecrated in Florence,Wikipedia
